EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,MAGNITUDE_TYPE,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_DIRECTION,END_DIRECTION,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,Zip
681685,JEFFERSON CO.,LOUISVILLE,2017-03-30,2021,Hail,0.75, , ,Public, , ,ESE,ESE,LOUISVILLE,2021,38.22,-85.76,38.22,-85.76,,A cold front clashed with a warm and humid air mass late in the evening on March 30 across central Kentucky. This brought isolated severe thunderstorms that resulted in damaging winds and large hail.,40208
683323,OLDHAM CO.,HARMONY VLG,2017-04-28,2253,Tornado, ,EF1, ,NWS Storm Survey,1.29,250,E,NW,GOSHEN,2256,38.397,-85.596,38.402,-85.573,"A tornado developed in a new subdivision in Goshen, KY. The tornado traveled along a 1 mile path to the ENE. Numerous trees were snapped or uprooted along the path. A couple of houses and two church buildings sustained roof damage. Power lines and power poles were downed along the path as well.","An unseasonably warm and humid air mass developed across the lower Ohio Valley during late April 2017. A powerful weather system across the central Plains brought several rounds of strong to severe thunderstorms over the 3 day period. Large hail, damaging winds, and flash flooding occurred. A brief EF-1 tornado occurred in Oldham County late in the evening on April 28, damaging several homes.",40026
683319,OLDHAM CO.,GOSHEN,2017-04-28,2304,Thunderstorm Wind,55, ,EG,Broadcast Media, , ,W,W,GOSHEN,2304,38.4,-85.58,38.4,-85.58,Multiple trees were downed in the Goshen area.,"An unseasonably warm and humid air mass developed across the lower Ohio Valley during late April 2017. A powerful weather system across the central Plains brought several rounds of strong to severe thunderstorms over the 3 day period. Large hail, damaging winds, and flash flooding occurred. A brief EF-1 tornado occurred in Oldham County late in the evening on April 28, damaging several homes.",40026
683310,OLDHAM CO.,LA GRANGE,2017-04-28,2315,Hail,1, , ,Broadcast Media, , ,NW,NW,LA GRANGE,2315,38.41,-85.39,38.41,-85.39,,"An unseasonably warm and humid air mass developed across the lower Ohio Valley during late April 2017. A powerful weather system across the central Plains brought several rounds of strong to severe thunderstorms over the 3 day period. Large hail, damaging winds, and flash flooding occurred. A brief EF-1 tornado occurred in Oldham County late in the evening on April 28, damaging several homes.",40031
683321,OLDHAM CO.,GOSHEN,2017-04-29,753,Thunderstorm Wind,55, ,EG,Public, , ,W,W,GOSHEN,753,38.4,-85.58,38.4,-85.58,"Power poles were broken, reported by mPing.","An unseasonably warm and humid air mass developed across the lower Ohio Valley during late April 2017. A powerful weather system across the central Plains brought several rounds of strong to severe thunderstorms over the 3 day period. Large hail, damaging winds, and flash flooding occurred. A brief EF-1 tornado occurred in Oldham County late in the evening on April 28, damaging several homes.",40026
684597,OLDHAM CO.,LA GRANGE,2017-04-29,1045,Heavy Rain, , , ,Public, , ,W,W,LA GRANGE,1045,38.4,-85.39,38.4,-85.39,,"An unseasonably warm and humid air mass developed across the lower Ohio Valley during late April 2017. A powerful weather system across the central Plains brought several rounds of strong to severe thunderstorms over the 3 day period. Large hail, damaging winds, and flash flooding occurred. A brief EF-1 tornado occurred in Oldham County late in the evening on April 28, damaging several homes.",40031
691896,JEFFERSON CO.,HARRODS CREEK,2017-06-05,1730,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,ESE,ESE,HARRODS CREEK,1730,38.32,-85.61,38.32,-85.61,"Local broadcast media reported downed trees near Prospect, Kentucky in the Wolf Pen and Springdale neighborhood areas.","As a strong cold front passed through north central Kentucky during the afternoon hours June 5, a line of strong to severe thunderstorms developed along the Ohio River. As this line moved into north central Kentucky, damaging wind gusts were observed which brought down several large trees across the Louisville metro.",40059
691897,JEFFERSON CO.,PROSPECT,2017-06-05,1740,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,E,E,PROSPECT,1740,38.35,-85.61,38.35,-85.61,Local broadcast media reported power outages in Prospect due to downed trees.,"As a strong cold front passed through north central Kentucky during the afternoon hours June 5, a line of strong to severe thunderstorms developed along the Ohio River. As this line moved into north central Kentucky, damaging wind gusts were observed which brought down several large trees across the Louisville metro.",40059
691898,JEFFERSON CO.,WINDY HILLS,2017-06-05,1745,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,SE,SE,WINDY HILLS,1745,38.26,-85.59,38.26,-85.59,Local broadcast media reported trees down in Lyndon due to severe thunderstorm winds.,"As a strong cold front passed through north central Kentucky during the afternoon hours June 5, a line of strong to severe thunderstorms developed along the Ohio River. As this line moved into north central Kentucky, damaging wind gusts were observed which brought down several large trees across the Louisville metro.",40242
691899,JEFFERSON CO.,HIGHLANDS,2017-06-05,1759,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,WNW,WNW,HIGHLANDS,1759,38.2399,-85.7066,38.2399,-85.7066,Local broadcast media reported several large trees were blown over blocking portions of Cherokee Parkway.,"As a strong cold front passed through north central Kentucky during the afternoon hours June 5, a line of strong to severe thunderstorms developed along the Ohio River. As this line moved into north central Kentucky, damaging wind gusts were observed which brought down several large trees across the Louisville metro.",40204
691900,JEFFERSON CO.,HIGHLANDS,2017-06-05,1759,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,WNW,WNW,HIGHLANDS,1759,38.24,-85.72,38.24,-85.72,A large tree fell on a vehicle and also a home resulting in structural damage.,"As a strong cold front passed through north central Kentucky during the afternoon hours June 5, a line of strong to severe thunderstorms developed along the Ohio River. As this line moved into north central Kentucky, damaging wind gusts were observed which brought down several large trees across the Louisville metro.",40204
697479,JEFFERSON CO.,ST MATTHEWS,2017-06-30,2040,Thunderstorm Wind,52, ,EG,Public, , ,SSW,SSW,ST MATTHEWS,2040,38.2099,-85.6512,38.2099,-85.6512,The public reported large diameter tree branches broken.,"A line of strong thunderstorms crossed the Ohio River  during the evening hours on June 30. As the storms reached the Louisville metro area, severe winds brought down several large tree limbs in the city.",40220
699033,JEFFERSON CO.,INDIAN HILLS,2017-07-07,1940,Thunderstorm Wind,53, ,EG,Broadcast Media, , ,WSW,WSW,INDIAN HILLS,1940,38.27,-85.67,38.27,-85.67,A large tree was down due to severe thunderstorm winds.,"A powerful cold front pushed through the lower Ohio Valley during the evening hours on July 7. Ahead of this front, unseasonably warm and humid conditions prevailed with high temperatures in the lower 90s and dewpoints in the low to mid 70s. This provided plenty of instability. Several lines of thunderstorms developed across central Indiana and then moved south into central Kentucky. Some large hail up to golf ball size in diameter was reported but the main impact was damaging wind gusts which brought down many trees and power lines with caused some structural damage as well. The storms were also noted for being prolific in-cloud and cloud-to-ground lightning producers.",40207
699032,JEFFERSON CO.,WINDY HILLS,2017-07-07,1943,Thunderstorm Wind,52, ,EG,NWS Employee, , ,SE,SE,WINDY HILLS,1943,38.26,-85.59,38.26,-85.59,An off duty NWS employee reported a large tree down with wind gusts estimated at 60 mph.,"A powerful cold front pushed through the lower Ohio Valley during the evening hours on July 7. Ahead of this front, unseasonably warm and humid conditions prevailed with high temperatures in the lower 90s and dewpoints in the low to mid 70s. This provided plenty of instability. Several lines of thunderstorms developed across central Indiana and then moved south into central Kentucky. Some large hail up to golf ball size in diameter was reported but the main impact was damaging wind gusts which brought down many trees and power lines with caused some structural damage as well. The storms were also noted for being prolific in-cloud and cloud-to-ground lightning producers.",40242
699034,JEFFERSON CO.,ST REGIS PARK,2017-07-07,1943,Thunderstorm Wind,53, ,EG,Public, , ,WNW,WNW,ST REGIS PARK,1943,38.24,-85.57,38.24,-85.57,A large tree fell onto a home in Plainview area. Part of the roof caved in as a result.,"A powerful cold front pushed through the lower Ohio Valley during the evening hours on July 7. Ahead of this front, unseasonably warm and humid conditions prevailed with high temperatures in the lower 90s and dewpoints in the low to mid 70s. This provided plenty of instability. Several lines of thunderstorms developed across central Indiana and then moved south into central Kentucky. Some large hail up to golf ball size in diameter was reported but the main impact was damaging wind gusts which brought down many trees and power lines with caused some structural damage as well. The storms were also noted for being prolific in-cloud and cloud-to-ground lightning producers.",40223
721025,OLDHAM CO.,GOSHEN,2017-08-01,2030,Thunderstorm Wind,55, ,EG,Public, , ,NNE,NNE,GOSHEN,2030,38.4267,-85.5559,38.4267,-85.5559,"A large tree was blown onto the roof of a home, exposing the attic.",Afternoon to evening thunderstorms developed the first few days of August 2017. The atmosphere was plenty unstable but a lack of deep wind shear prevented storms from being anything more organized than pulse and marginally severe. A few instances of 1 inch hail was reported along with isolated reports of downed trees and 55 to 60 mph wind gusts.,40026
723102,BULLITT CO.,SHEPHERDSVILLE,2017-11-18,1705,Thunderstorm Wind,53, ,EG,NWS Storm Survey, , ,N,ESE,MT WASHINGTON,1705,37.99,-85.72,38.0444,-85.5279,"A NWS Storm Survey team found a swath of intermittent wind damage extending from Shepherdsville, KY to Mount Washington, KY. Damage length was approximately 11.12 miles and at its widest almost 2 miles. The damage was mainly confined to areas along either side of Highway 44. Numerous trees were downed and several buildings received carport and shingle damage.",A strong cold front clashed with an unseasonably warm air mass across the lower Ohio Valley during the afternoon and evening hours November 18. Impressively strong atmospheric conditions led to very strong gradient winds ahead of the cold front. Later in the day a line of strong to severe storms pushed into central Kentucky. There were several reports of damaging winds along with 3 brief tornadoes which led to a few minor injuries.,40165
736587,JEFFERSON CO.,EASTWOOD,2018-02-24,1910,Thunderstorm Wind,55, ,EG,Public, , ,SW,SW,EASTWOOD,1910,38.22,-85.46,38.22,-85.46,Public reported trees down in the area.,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.",40245
750365,BULLITT CO.,SALT RIVER,2018-05-27,1445,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,E,E,SALT RIVER,1445,37.97,-85.7,37.97,-85.7,"Broadcast media relayed via Twitter a public report of a tree and limbs down in Shepherdsville, KY.","Storms early in the morning laid out multiple boundaries across the area, and as the convective temperature in the mid 80s was reached, scattered pulse thunderstorms developed. With the moderately unstable environment and high moisture, locally gusty winds caused trees to come down in Bullitt and Breckinridge counties in Kentucky.",40165
